iter	Passed	Remaining
399	41818	62727
400	41908	62601
401	42001	62479
402	42106	62376
403	42213	62275
404	42313	62164
405	42411	62049
406	42515	61945
407	42619	61839
408	42722	61733
409	42853	61667
410	42984	61600
411	43106	61521
412	43234	61449
413	43352	61364
414	43507	61330
415	43647	61274
416	43775	61201
417	43871	61084
418	44037	61063
419	44173	61001
420	44305	60933
421	44439	60867
422	44564	60789
423	44725	60759
424	44906	60756
425	45089	60754
426	45257	60731
427	45415	60696
428	45605	60701
429	45704	60585
430	45857	60539
431	45987	60465
432	46170	60459
433	46344	60439
434	46526	60430
435	46660	60359
436	46804	60299
437	46941	60231
438	47129	60226
439	47325	60232
440	47506	60217
441	47700	60219
442	47831	60140
443	48033	60149
444	48321	60265
445	48440	60171
446	48620	60150
447	48776	60099
448	48889	59995
449	49059	59961
450	49222	59917
451	49422	59919
452	49611	59905
453	49798	59889
454	49925	59800
455	50104	59773
456	50269	59729
457	50481	59739
458	50657	59706
459	50788	59621
460	50984	59610
461	51238	59667
462	51442	59664
463	51663	59680
464	51828	59630
465	52025	59616
466	52193	59570
467	52409	59577
468	52583	59534
469	52726	59457
470	52870	59381
471	53060	59356
472	53246	59325
473	53434	59296
474	53643	59290
475	53798	59223
476	53983	59189
477	54199	59189
478	54502	59280
479	54738	59299
480	55087	59439
481	55457	59599
482	55693	59614
483	55957	59656
484	56158	59632
485	56378	59626
486	56559	59579
487	56748	59539
488	56986	59549
489	57172	59505
490	57417	59522
491	57693	59570
492	57878	59522
493	58086	59497
494	58254	59431
495	58468	59411
496	58697	59406
497	58876	59349
498	59075	59312
499	59250	59250
500	59431	59194
501	59643	59168
502	59884	59169
503	60144	59189
504	60306	59112
505	60475	59041
506	60610	58936
507	60741	58828
508	60917	58763
509	61133	58736
510	61351	58710
511	61633	58744
512	61831	58697
513	62027	58648
514	62253	58627
515	62449	58576
516	62656	58536
517	62822	58456
518	63002	58389
519	63170	58311
520	63349	58242
521	63538	58183
522	63716	58112
523	63845	57996
524	63991	57896
525	64229	57880
526	64448	57844
527	64624	57770
528	64813	57707
529	64949	57596
530	65079	57481
531	65265	57413
532	65457	57352
533	65689	57324
534	65865	57247
535	66027	57158
536	66195	57073
537	66353	56980
538	66550	56919
539	66698	56817
540	66884	56746
541	67080	56684
542	67280	56624
543	67420	56514
544	67559	56403
545	67704	56296
546	67870	56206
547	68048	56127
548	68341	56142
549	68558	56093
550	68738	56014
551	68911	55928
552	69081	55840
553	69245	55746
554	69432	55671
555	69659	55627
556	69858	55561
557	70012	55457
558	70142	55335
559	70341	55268
560	70502	55170
561	70766	55152
562	71008	55117
563	71174	55021
564	71366	54945
565	71581	54887
566	71735	54782
567	71916	54697
568	72108	54619
569	72299	54541
570	72463	54442
571	72630	54345
572	72754	54216
573	72945	54137
574	73118	54044
575	73272	53936
576	73428	53830
577	73595	53732
578	73805	53665
579	74040	53615
580	74185	53500
581	74358	53405
582	74510	53294
583	74665	53186
584	74880	53120
585	75115	53068
586	75321	52994
587	75494	52897
588	75652	52789
589	75822	52690
590	76005	52599
591	76203	52518
592	76413	52445
593	76557	52326
594	76677	52192
595	76866	52103
596	77016	51989
597	77236	51921
598	77532	51904
599	77707	51804
600	77901	51718
601	78057	51605
602	78277	51536
603	78462	51442
604	78635	51340
605	78829	51251
606	79031	51168
607	79210	51069
608	79371	50959
609	79534	50850
610	79718	50753
611	79929	50674
612	80135	50591
613	80326	50498
614	80543	50421
615	80758	50342
616	80976	50265
617	81107	50134
618	81295	50038
619	81500	49951
620	81819	49934
621	82047	49861
622	82219	49753
623	82395	49648
624	82579	49547
625	82738	49431
626	82893	49313
627	83151	49255
628	83330	49150
629	83524	49053
630	83772	48989
631	84006	48915
632	84176	48803
633	84373	48707
634	84580	48617
635	84706	48479
636	84868	48363
637	85067	48266
638	85239	48155
639	85403	48039
640	85538	47907
641	85677	47776
642	85808	47641
643	85949	47512
644	86135	47408
645	86300	47291
646	86516	47202
647	86670	47080
648	86820	46955
649	87022	46858
650	87192	46743
651	87381	46639
652	87504	46499
653	87690	46392
654	87902	46299
655	88074	46185
656	88266	46081
657	88442	45968
658	88672	45883
659	88897	45795
660	89075	45683
661	89265	45576
662	89368	45425
663	89552	45315
664	89731	45203
665	89930	45100
666	90207	45036
667	90410	44934
668	90630	44840
669	90840	44742
670	91026	44631
671	91221	44524
672	91409	44414
673	91573	44292
674	91770	44185
675	91955	44073
676	92136	43958
677	92282	43827
678	92454	43708
679	92647	43598
680	92860	43498
681	93050	43387
682	93214	43263
683	93408	43153
684	93617	43050
685	93809	42939
686	93983	42819
687	94122	42683
688	94325	42576
689	94538	42473
690	94716	42355
691	94876	42228
692	95091	42125
693	95297	42018
694	95498	41909
695	95679	41791
696	95829	41658
697	95977	41526
698	96138	41398
699	96335	41286
700	96505	41162
701	96698	41048
702	96853	40918
703	97035	40798
704	97275	40704
705	97450	40581
706	97628	40459
707	97780	40327
708	98000	40223
709	98177	40100
710	98386	39991
711	98587	39877
712	98759	39753
713	98959	39639
714	99149	39521
715	99320	39395
716	99527	39283
717	99725	39167
718	99916	39049
719	100048	38907
720	100212	38778
721	100327	38630
722	100483	38497
723	100685	38382
724	100842	38250
725	101046	38136
726	101220	38009
727	101390	37882
728	101551	37751
729	101837	37665
730	102018	37541
731	102189	37413
732	102394	37297
733	102539	37160
734	102690	37024
735	102865	36897
736	103088	36787
737	103274	36664
738	103473	36544
739	103667	36423
740	103956	36335
741	104159	36217
742	104323	36084
743	104478	35949
744	104645	35818
745	104839	35696
746	105033	35573
747	105228	35451
748	105405	35322
749	105569	35189
750	105754	35063
751	105979	34950
752	106158	34822
753	106329	34691
754	106459	34546
755	106653	34422
756	106878	34308
757	107071	34183
758	107258	34057
759	107380	33909
760	107533	33772
761	107704	33639
762	107907	33517
763	108077	33385
764	108275	33261
765	108405	33116
766	108641	33003
767	108826	32874
768	109042	32755
769	109203	32619
770	109360	32481
771	109496	32338
772	109687	32210
773	109935	32100
774	110138	31975
775	110331	31848
776	110561	31731
777	110777	31610
778	110977	31484
779	111191	31361
780	111332	31218
781	111483	31078
782	111706	30958
783	111919	30834
784	112126	30709
785	112292	30573
786	112508	30450
787	112724	30326
788	112885	30188
789	113054	30052
790	113217	29914
791	113381	29777
792	113527	29634
793	113694	29497
794	113880	29365
795	114088	29238
796	114276	29106
797	114413	28961
798	114570	28821
799	114768	28692
800	114979	28565
801	115199	28440
802	115388	28308
803	115587	28178
804	115757	28040
805	115929	27903
806	116103	27766
807	116235	27620
808	116398	27480
809	116580	27345
810	116780	27215
811	116970	27081
812	117204	26958
813	117424	26831
814	117616	26698
815	117813	26565
816	117995	26429
817	118168	26291
818	118338	26152
819	118550	26023
820	118777	25896
821	118978	25764
822	119086	25611
823	119196	25459
824	119315	25309
825	119404	25153
826	119497	24997
827	119601	24844
828	119742	24699
829	119864	24550
830	119971	24398
831	120063	24243
832	120175	24092
833	120314	23947
834	120452	23802
835	120601	23658
836	120726	23510
837	120854	23363
838	120998	23219
839	121133	23073
840	121261	22925
841	121393	22779
842	121515	22631
843	121637	22482
844	121766	22335
845	121995	22207
846	122233	22079
847	122362	21932
848	122484	21784
849	122603	21635
850	122721	21487
851	122828	21336
852	122919	21183
853	123037	21034
854	123130	20881
855	123217	20728
856	123329	20578
857	123448	20430
858	123590	20286
859	123765	20147
860	123905	20003
861	124018	19854
862	124104	19701
863	124203	19550
864	124297	19399
865	124404	19249
866	124498	19098
867	124621	18951
868	124731	18803
869	124841	18654
870	124931	18503
871	125031	18353
872	125137	18204
873	125236	18054
874	125344	17906
875	125455	17758
876	125556	17609
877	125657	17460
878	125745	17309
879	125839	17159
880	125946	17012
881	126055	16864
882	126155	16715
883	126256	16567
884	126360	16419
885	126459	16271
886	126557	16122
887	126659	15975
888	126777	15829
889	126864	15679
890	126956	15531
891	127063	15384
892	127157	15236
893	127218	15084
894	127327	14937
895	127433	14791
896	127564	14647
897	127675	14502
898	127779	14355
899	127892	14210
900	127990	14063
901	128096	13917
902	128188	13769
903	128286	13623
904	128383	13476
905	128481	13330
906	128586	13184
907	128721	13042
908	128853	12899
909	128972	12755
910	129083	12610
911	129169	12463
912	129274	12318
913	129376	12173
914	129472	12027
915	129577	11882
916	129707	11740
917	129840	11597
918	129943	11453
919	130062	11309
920	130173	11165
921	130323	11025
922	130461	10883
923	130556	10738
924	130646	10592
925	130744	10448
926	130830	10302
927	130929	10158
928	131022	10013
929	131109	9868
930	131194	9723
931	131290	9579
932	131386	9435
933	131500	9292
934	131600	9148
935	131699	9005
936	131803	8861
937	131904	8718
938	131991	8574
939	132092	8431
940	132174	8287
941	132280	8144
942	132386	8002
943	132478	7858
944	132578	7716
945	132674	7573
946	132774	7430
947	132867	7288
948	132973	7146
949	133064	7003
950	133166	6861
951	133269	6719
952	133372	6577
953	133467	6435
954	133556	6293
955	133656	6151
956	133760	6010
957	133862	5868
958	133959	5727
959	134049	5585
960	134153	5444
961	134252	5303
962	134338	5161
963	134427	5020
964	134503	4878
965	134598	4737
966	134709	4597
967	134800	4456
968	134896	4315
969	135005	4175
970	135129	4035
971	135256	3896
972	135404	3757
973	135507	3617
974	135617	3477
975	135721	3337
976	135823	3197
977	135929	3057
978	136020	2917
979	136113	2777
980	136209	2638
981	136317	2498
982	136424	2359
983	136541	2220
984	136696	2081
985	136835	1942
986	136963	1803
987	137049	1664
988	137137	1525
989	137245	1386
990	137339	1247
991	137500	1108
992	137656	970
993	137794	831
994	137916	693
995	138068	554
996	138194	415
997	138330	277
998	138444	138
999	138550	0
