iter	RMSE
615	827.4399445
616	826.781169
617	825.6179438
618	825.0545678
619	823.634428
620	822.5583715
621	822.4783086
622	821.7840332
623	819.9522135
624	819.4796436
625	819.3634578
626	818.9784262
627	817.7290885
628	816.7679332
629	816.4566861
630	815.3515885
631	814.006931
632	812.9300093
633	812.1290122
634	811.1417794
635	809.905036
636	809.3815761
637	808.3933022
638	807.2889669
639	806.7804044
640	805.7700028
641	804.8500689
642	803.8475972
643	802.8906673
644	801.6194506
645	800.1897141
646	799.2875687
647	799.0442816
648	798.1522345
649	797.4006608
650	796.7279066
651	796.6195673
652	795.0718187
653	794.6050206
654	793.3931019
655	792.1998569
656	791.197467
657	790.6801024
658	790.5554524
659	789.3348268
660	788.0292738
661	787.6431207
662	787.0455824
663	785.8634226
664	784.6685162
665	783.6885549
666	783.1010986
667	782.0714316
668	780.8732631
669	780.515876
670	780.1838276
671	779.5811756
672	779.1860869
673	778.4657645
674	776.6492879
675	775.7402897
676	775.6465514
677	774.9346362
678	774.6919925
679	774.2158482
680	772.7422704
681	771.3861282
682	770.2642858
683	768.9201585
684	767.9510222
685	766.9421683
686	766.118942
687	764.6330975
688	763.4364975
689	762.3378611
690	761.3047682
691	760.3665257
692	759.5220831
693	759.0122057
694	758.2536803
695	757.6113061
696	756.9852348
697	755.8680535
698	754.9460543
699	753.548919
700	752.5721737
701	751.7497032
702	751.6803595
703	751.0931182
704	749.6671425
705	749.5009564
706	748.7739077
707	747.7663488
708	746.8855358
709	745.9580164
710	744.8894574
711	744.2703815
712	743.6429142
713	742.7982933
714	742.006505
715	741.1284656
716	740.2957919
717	739.7797341
718	739.4480504
719	738.1813412
720	737.6156451
721	736.5500688
722	736.2448994
723	734.9484767
724	733.8386333
725	733.0848802
726	732.191942
727	731.6569151
728	730.7115625
729	730.128596
730	729.5488626
731	728.1452768
732	726.6690885
733	726.1440331
734	724.9443911
735	724.1557425
736	723.6438017
737	722.8504489
738	721.4993683
739	720.9460312
740	720.8826837
741	719.5513591
742	718.4672966
743	717.4388376
744	716.4265593
745	715.0872762
746	714.5381469
747	713.3121899
748	713.0040408
749	712.1130978
750	712.0428629
751	710.8264992
752	710.7755308
753	709.9700787
754	709.5328778
755	708.5739381
756	707.4204054
757	706.3923166
758	706.0688402
759	705.5378286
760	704.7789231
761	703.6624773
762	702.5928069
763	702.233634
764	701.5006457
765	701.4041257
766	700.4409214
767	699.2173924
768	699.1137246
769	698.5539802
770	697.5489985
771	697.2860763
772	696.0443289
773	694.8567952
774	694.6895122
775	693.9638529
776	692.8744108
777	692.1993026
778	692.0188495
779	691.9295813
780	691.3206396
781	690.2121289
782	690.0897886
783	688.9507689
784	687.9953485
785	687.3931834
786	686.5401435
787	685.4701986
788	684.3608339
789	684.2444314
790	683.6788732
791	683.1146708
792	682.8488372
793	682.462666
794	681.4953934
795	680.4879701
796	679.5529953
797	679.1757542
798	678.3554639
799	676.8570522
800	676.2702114
801	675.9228299
802	675.1598037
803	674.2555912
804	673.4558349
805	672.5436506
806	671.5275511
807	670.8551942
808	670.2836001
809	669.6591576
810	668.1897136
811	667.1762156
812	666.7282952
813	666.2495143
814	665.2935098
815	665.243791
816	664.3470872
817	664.208527
818	663.3822556
819	663.2874348
820	662.7757107
821	662.3355371
822	661.5569677
823	660.7974463
824	659.6584768
825	658.8965213
826	658.211869
827	657.627935
828	656.9293873
829	656.545168
830	656.0646692
831	655.0552459
832	654.9354246
833	653.993313
834	653.0910092
835	652.3045772
836	651.7981703
837	651.2911431
838	650.8268666
839	649.6478251
840	648.6372758
841	648.1749548
842	647.9173491
843	647.1982762
844	646.4644533
845	645.6499874
846	644.7266973
847	644.1663602
848	643.1369533
849	642.6574231
850	641.8586738
851	641.1802121
852	640.4286076
853	639.6640333
854	638.9035063
855	638.3723729
856	638.1900776
857	638.0714215
858	637.9402376
859	637.1973672
860	636.3469587
861	636.1083427
862	635.6592828
863	635.1936016
864	634.6663847
865	634.1195634
866	632.8476009
867	632.0372453
868	631.1663964
869	630.5853684
870	630.0560309
871	629.7116303
872	629.2456084
873	628.5664005
874	627.8590368
875	627.2902016
876	626.2789859
877	625.8744411
878	624.9490108
879	624.385655
880	623.3348046
881	623.0004624
882	621.7916575
883	620.6010089
884	619.8234236
885	619.0562748
886	618.5267849
887	618.0472118
888	617.4093176
889	616.531643
890	616.129425
891	615.3895474
892	614.9956546
893	614.3277944
894	613.55661
895	612.9810173
896	612.1910835
897	611.1110639
898	610.5515366
899	610.0150945
900	609.868842
901	609.5088318
902	608.5901539
903	608.252249
904	607.8168546
905	606.7162175
906	605.7168518
907	604.7039304
908	603.8781452
909	603.8488578
910	603.1263914
911	602.4794194
912	601.5991177
913	600.9272904
914	600.3996094
915	598.8884154
916	598.1400845
917	597.6342486
918	597.2035359
919	596.5091981
920	595.572187
921	595.0037245
922	594.09355
923	593.4849436
924	592.7145554
925	592.2236678
926	591.3429239
927	590.9039408
928	590.126502
929	588.8809653
930	588.2949327
931	587.4994604
932	586.7791805
933	586.616334
934	586.5053509
935	585.4925618
936	585.0815982
937	584.2476153
938	584.0257957
939	583.4129189
940	582.8429249
941	582.4438868
942	581.5800437
943	580.5329112
944	579.6342186
945	578.956355
946	578.4182445
947	577.9457246
948	577.087536
949	576.6314792
950	575.9167918
951	575.0993582
952	574.629751
953	573.758638
954	573.5355081
955	572.5033532
956	571.8688801
957	571.6930031
958	571.0272713
959	570.2129739
960	569.0083302
961	568.5217476
962	567.8021575
963	567.4123797
964	567.1290744
965	566.0397255
966	565.8593059
967	565.2346436
968	564.8769323
969	563.8763435
970	563.5609731
971	562.85216
972	562.0013009
973	561.1308794
974	560.5789209
975	560.1596296
976	559.6116745
977	558.8892452
978	558.2715164
979	557.6300087
980	556.7134006
981	556.0993272
982	555.6631417
983	555.2739716
984	554.662835
985	554.1655064
986	553.5691946
987	552.743667
988	552.1923261
989	551.6605525
990	551.139602
991	550.6007117
992	549.9871952
993	549.0178054
994	548.1605533
995	547.4543383
996	546.5039346
997	545.6942234
998	544.6435566
999	544.4692432
